"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","stimulus","response","url","question_order","view_history","trialType","tgtCol","tgtPos","tgtDir","correct","rwdType","reward","value","tgtPosition"
"","html-keyboard-response","52","132117","0.0-4.0-0.0-4.1-2.1-1.1","wo2","[""green""]","774.9000000357628","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>5</p>","z","","","","","","","","","","","",""
"","html-keyboard-response","53","132285","0.0-4.0-0.0-4.1-2.1-2.1","wo2","[""green""]","166.9000000357628","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>4</p>","m","","","","","","","","","","","",""
"","html-keyboard-response","54","132445","0.0-4.0-0.0-4.1-2.1-3.1","wo2","[""green""]","158.5999999642372","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>3</p>","z","","","","","","","","","","","",""
"","html-keyboard-response","55","132637","0.0-4.0-0.0-4.1-2.1-4.1","wo2","[""green""]","191","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>2</p>","m","","","","","","","","","","","",""
"","html-keyboard-response","56","132789","0.0-4.0-0.0-4.1-2.1-5.1","wo2","[""green""]","150.80000001192093","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>1</p>","z","","","","","","","","","","","",""
"","html-keyboard-response","57","133328","0.0-4.0-0.0-0.2","wo2","[""green""]","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","",""
"","html-keyboard-response","58","133821","0.0-4.0-0.0-1.2","wo2","[""green""]","491.4000000357628","[""<svg viewBox=\""0 0 100 100\"" >"",""<path d=\""M 50 52 L 50 48\"" stroke=\""black\"" stroke-width=\"".5\""/>"","" <path d=\""M 52 50 L 48 50\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 15)\"" stroke=\""gold\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 15) rotate(45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 30)\"" stroke=\""black\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 30) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 15)\"" stroke=\""red\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 15) rotate(90 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 -15)\"" stroke=\""cyan\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 -15) rotate(45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 -30)\"" stroke=\""blueviolet\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 -30) rotate(45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 -15)\"" stroke=\""magenta\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 -15) rotate(45 50 50)\""/>"",""</svg>""]","z","","","","VDACtest","red","2","h","true","low","","",""
"","html-keyboard-response","59","136323","0.0-4.0-0.0-2.2","wo2","[""green""]","null","<p style=""font-size:300%;""> + 10 points.</p><p style=""font-size:300%"">Total: 14 points.</p>","null","","","","","","","","","","14","",""
"","html-keyboard-response","60","137863","0.0-4.0-0.0-0.3","wo2","[""green""]","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","",""
"","html-keyboard-response","61","138301","0.0-4.0-0.0-1.3","wo2","[""green""]","435","[""<svg viewBox=\""0 0 100 100\"" >"",""<path d=\""M 50 52 L 50 48\"" stroke=\""black\"" stroke-width=\"".5\""/>"","" <path d=\""M 52 50 L 48 50\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 15)\"" stroke=\""magenta\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 15) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 30)\"" stroke=\""blueviolet\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 30) rotate(45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 15)\"" stroke=\""gold\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 15) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 -15)\"" stroke=\""green\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 -15) rotate(0 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 -30)\"" stroke=\""cyan\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 -30) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 -15)\"" stroke=\""black\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 -15) rotate(45 50 50)\""/>"",""</svg>""]","m","","","","VDACtest","green","3","v","true","high","","",""
"","html-keyboard-response","62","140804","0.0-4.0-0.0-2.3","wo2","[""green""]","null","<p style=""font-size:300%;""> + 10 points.</p><p style=""font-size:300%"">Total: 24 points.</p>","null","","","","","","","","","","24","",""
"","html-keyboard-response","63","144381","0.0-4.0-0.0-4.3-0.3","wo2","[""green""]","2574.199999988079","<p>You have finished block 2 of 4.<p>You responded correctly on 100% of the trials which has earned you 24 points.<p>On the next screen, you will be given a 30 second break. Press the <b>g</b> key to start your break.","g","","","","","","","","","","","",""
"","html-keyboard-response","64","145384","0.0-4.0-0.0-4.3-1.3-0.3","wo2","[""green""]","null","<p>The experiment will resume in 30 seconds. (press g to skip - Demo only)<p> Remember, press <b>z</b> if the line is horizontal or <b>m</b> if the line is vertical.","null","","","","","","","","","","","",""
"","html-keyboard-response","65","146385","0.0-4.0-0.0-4.3-1.3-1.3","wo2","[""green""]","null","<p>The experiment will resume in 29 seconds. (press g to skip - Demo only)<p> Remember, press <b>z</b> if the line is horizontal or <b>m</b> if the line is vertical.","null","","","","","","","","","","","",""
"","html-keyboard-response","66","146677","0.0-4.0-0.0-4.3-1.3-2.3","wo2","[""green""]","290","<p>The experiment will resume in 28 seconds. (press g to skip - Demo only)<p> Remember, press <b>z</b> if the line is horizontal or <b>m</b> if the line is vertical.","g","","","","","","","","","","","",""
"","html-keyboard-response","67","149679","0.0-4.0-0.0-4.3-2.3-0.3","wo2","[""green""]","null","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.The experiment will begin shortly.</p> <p></p>","null","","","","","","","","","","","",""
"","html-keyboard-response","68","150681","0.0-4.0-0.0-4.3-2.3-1.3","wo2","[""green""]","null","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>5</p>","null","","","","","","","","","","","",""
"","html-keyboard-response","69","151683","0.0-4.0-0.0-4.3-2.3-2.3","wo2","[""green""]","null","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>4</p>","null","","","","","","","","","","","",""
"","html-keyboard-response","70","152684","0.0-4.0-0.0-4.3-2.3-3.3","wo2","[""green""]","null","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>3</p>","null","","","","","","","","","","","",""
"","html-keyboard-response","71","153686","0.0-4.0-0.0-4.3-2.3-4.3","wo2","[""green""]","null","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>2</p>","null","","","","","","","","","","","",""
"","html-keyboard-response","72","154688","0.0-4.0-0.0-4.3-2.3-5.3","wo2","[""green""]","null","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>1</p>","null","","","","","","","","","","","",""
"","html-keyboard-response","73","155227","0.0-4.0-0.0-0.4","wo2","[""green""]","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","",""
"","html-keyboard-response","74","155661","0.0-4.0-0.0-1.4","wo2","[""green""]","430.19999998807907","[""<svg viewBox=\""0 0 100 100\"" >"",""<path d=\""M 50 52 L 50 48\"" stroke=\""black\"" stroke-width=\"".5\""/>"","" <path d=\""M 52 50 L 48 50\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 15)\"" stroke=\""cyan\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 15) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 30)\"" stroke=\""black\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 30) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 15)\"" stroke=\""gold\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 15) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 -15)\"" stroke=\""blueviolet\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 -15) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 -30)\"" stroke=\""red\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 -30) rotate(0 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 -15)\"" stroke=\""magenta\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 -15) rotate(45 50 50)\""/>"",""</svg>""]","z","","","","VDACtest","red","4","v","false","low","","",""
"","html-keyboard-response","75","158166","0.0-4.0-0.0-2.4","wo2","[""green""]","null","<p style=""font-size:300%;"">Miss.</p><p style=""font-size:300%"">Total: 24 points.</p>","null","","","","","","","","","","24","",""
"","html-keyboard-response","76","159706","0.0-4.0-0.0-0.5","wo2","[""green""]","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","",""
"","html-keyboard-response","77","160349","0.0-4.0-0.0-1.5","wo2","[""green""]","639.3000000119209","[""<svg viewBox=\""0 0 100 100\"" >"",""<path d=\""M 50 52 L 50 48\"" stroke=\""black\"" stroke-width=\"".5\""/>"","" <path d=\""M 52 50 L 48 50\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 15)\"" stroke=\""magenta\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 15) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 30)\"" stroke=\""cyan\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 30) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 15)\"" stroke=\""gold\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 15) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 -15)\"" stroke=\""black\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 -15) rotate(45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 -30)\"" stroke=\""blueviolet\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 -30) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 -15)\"" stroke=\""green\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 -15) rotate(90 50 50)\""/>"",""</svg>""]","z","","","","VDACtest","green","5","h","true","high","","",""
"","html-keyboard-response","78","162851","0.0-4.0-0.0-2.5","wo2","[""green""]","null","<p style=""font-size:300%;""> + 2 points.</p><p style=""font-size:300%"">Total: 26 points.</p>","null","","","","","","","","","","26","",""
"","html-keyboard-response","79","166229","0.0-4.0-0.0-4.5-0.5","wo2","[""green""]","2371.7999999523163","<p>You have finished block 3 of 4.<p>You responded correctly on 83% of the trials which has earned you 26 points.<p>On the next screen, you will be given a 30 second break. Press the <b>g</b> key to start your break.","g","","","","","","","","","","","",""
"","html-keyboard-response","80","167231","0.0-4.0-0.0-4.5-1.5-0.5","wo2","[""green""]","null","<p>The experiment will resume in 30 seconds. (press g to skip - Demo only)<p> Remember, press <b>z</b> if the line is horizontal or <b>m</b> if the line is vertical.","null","","","","","","","","","","","",""
"","html-keyboard-response","81","167589","0.0-4.0-0.0-4.5-1.5-1.5","wo2","[""green""]","356","<p>The experiment will resume in 29 seconds. (press g to skip - Demo only)<p> Remember, press <b>z</b> if the line is horizontal or <b>m</b> if the line is vertical.","g","","","","","","","","","","","",""
"","html-keyboard-response","82","168196","0.0-4.0-0.0-4.5-2.5-0.5","wo2","[""green""]","606.9000000357628","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.The experiment will begin shortly.</p> <p></p>","g","","","","","","","","","","","",""
"","html-keyboard-response","83","168413","0.0-4.0-0.0-4.5-2.5-1.5","wo2","[""green""]","214.9000000357628","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>5</p>","m","","","","","","","","","","","",""
"","html-keyboard-response","84","168749","0.0-4.0-0.0-4.5-2.5-2.5","wo2","[""green""]","335","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>4</p>","m","","","","","","","","","","","",""
"","html-keyboard-response","85","168996","0.0-4.0-0.0-4.5-2.5-3.5","wo2","[""green""]","246.69999998807907","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>3</p>","z","","","","","","","","","","","",""
"","html-keyboard-response","86","169165","0.0-4.0-0.0-4.5-2.5-4.5","wo2","[""green""]","167.10000002384186","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>2</p>","m","","","","","","","","","","","",""
"","html-keyboard-response","87","169365","0.0-4.0-0.0-4.5-2.5-5.5","wo2","[""green""]","198.9000000357628","<p>Place your fingers on the <b>z</b> and <b>m</b> keys.</b> keys. The experiment will begin shortly.</p><p>1</p>","z","","","","","","","","","","","",""
"","html-keyboard-response","88","169903","0.0-4.0-0.0-0.6","wo2","[""green""]","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","",""
"","html-keyboard-response","89","170141","0.0-4.0-0.0-1.6","wo2","[""green""]","233.80000001192093","[""<svg viewBox=\""0 0 100 100\"" >"",""<path d=\""M 50 52 L 50 48\"" stroke=\""black\"" stroke-width=\"".5\""/>"","" <path d=\""M 52 50 L 48 50\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 15)\"" stroke=\""red\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 15) rotate(0 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 30)\"" stroke=\""blueviolet\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 30) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 15)\"" stroke=\""black\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 15) rotate(45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 -15)\"" stroke=\""cyan\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 -15) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 -30)\"" stroke=\""gold\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 -30) rotate(45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 -15)\"" stroke=\""magenta\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 -15) rotate(45 50 50)\""/>"",""</svg>""]","m","","","","VDACtest","red","0","v","true","low","","",""
"","html-keyboard-response","90","172643","0.0-4.0-0.0-2.6","wo2","[""green""]","null","<p style=""font-size:300%;""> + 2 points.</p><p style=""font-size:300%"">Total: 28 points.</p>","null","","","","","","","","","","28","",""
"","html-keyboard-response","91","174184","0.0-4.0-0.0-0.7","wo2","[""green""]","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","",""
"","html-keyboard-response","92","174485","0.0-4.0-0.0-1.7","wo2","[""green""]","297.7000000476837","[""<svg viewBox=\""0 0 100 100\"" >"",""<path d=\""M 50 52 L 50 48\"" stroke=\""black\"" stroke-width=\"".5\""/>"","" <path d=\""M 52 50 L 48 50\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 15)\"" stroke=\""blueviolet\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 15) rotate(45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 30)\"" stroke=\""green\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 30) rotate(90 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 15)\"" stroke=\""gold\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 15) rotate(45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(-26 -15)\"" stroke=\""cyan\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(-26 -15) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(0 -30)\"" stroke=\""black\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(0 -30) rotate(-45 50 50)\""/>"",""<circle cx=\""50\"" cy=\""50\"" r=\""10\"" fill=\""none\"" transform=\""translate(26 -15)\"" stroke=\""magenta\"" />"",""<path d=\""M 50 57 L 50 43\"" stroke=\""black\"" transform=\""translate(26 -15) rotate(45 50 50)\""/>"",""</svg>""]","m","","","","VDACtest","green","1","h","false","high","","",""
"","html-keyboard-response","93","176988","0.0-4.0-0.0-2.7","wo2","[""green""]","null","<p style=""font-size:300%;"">Miss.</p><p style=""font-size:300%"">Total: 28 points.</p>","null","","","","","","","","","","28","",""
"","call-function","94","177990","0.0-5.0","wo2","[""green""]","","","","","","","","","","","","","","",""
"","instructions","95","185581","0.0-6.0-0.0","wo2","[""green""]","7589.199999988079","","","","","[{""page_index"":0,""viewing_time"":2925.199999988079},{""page_index"":1,""viewing_time"":2471.7000000476837},{""page_index"":2,""viewing_time"":1087.7999999523163},{""page_index"":3,""viewing_time"":1104.1000000238419}]","","","","","","","","",""
"","html-keyboard-response","96","186120","0.0-6.0-1.0-0.0","wo2","[""green""]","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","",""
"","html-keyboard-response","97","187123","0.0-6.0-1.0-1.0-0.0","wo2","[""green""]","null","[""<svg viewBox=\""0 0 100 100\"" >"",""<path d=\""M 50 52 L 50 48\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<path d=\""M 52 50 L 48 50\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""text"",""<text dominant-baseline=\""middle\"" x=\""50\"" y=\""50\"" fill=red transform=\""translate(26 15)\"" class=\""bacs1\"">J</text>"",""<text dominant-baseline=\""middle\"" x=\""50\"" y=\""50\"" fill=black transform=\""translate(-26 15)\"" class=\""bacs2\"">b</text>"",""<text dominant-baseline=\""middle\"" x=\""50\"" y=\""50\"" fill=black transform=\""translate(0 -30)\"" class=\""bacs1\"">p</text>"",""</svg>""]","null","","","","","","","","","","","",""
"","html-keyboard-response","98","187626","0.0-6.0-1.0-1.0-1.0","wo2","[""green""]","null","[""<svg viewBox=\""0 0 100 100\"" >"",""<path d=\""M 50 52 L 50 48\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<path d=\""M 52 50 L 48 50\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<text dominant-baseline=\""middle\"" text-anchor= \""middle\"" x=\""50\"" y=\""50\"" fill=\""black\"" transform=\""translate(26 15)\"">X</text><text dominant-baseline=\""middle\"" text-anchor= \""middle\"" x=\""50\"" y=\""50\"" fill=\""black\"" transform=\""translate(31 15)\"">X</text><text dominant-baseline=\""middle\"" text-anchor= \""middle\"" x=\""50\"" y=\""50\"" fill=\""black\"" transform=\""translate(21 15)\"">X</text>"",""<text dominant-baseline=\""middle\"" text-anchor= \""middle\"" x=\""50\"" y=\""50\"" fill=\""black\"" transform=\""translate(-26 15)\"">X</text><text dominant-baseline=\""middle\"" text-anchor= \""middle\"" x=\""50\"" y=\""50\"" fill=\""black\"" transform=\""translate(-21 15)\"">X</text><text dominant-baseline=\""middle\"" text-anchor= \""middle\"" x=\""50\"" y=\""50\"" fill=\""black\"" transform=\""translate(-31 15)\"">X</text>"",""<text dominant-baseline=\""middle\"" text-anchor= \""middle\"" x=\""50\"" y=\""50\"" fill=\""black\"" transform=\""translate(0 -30)\"">X</text><text dominant-baseline=\""middle\"" text-anchor= \""middle\"" x=\""50\"" y=\""50\"" fill=\""black\"" transform=\""translate(5 -30)\"">X</text><text dominant-baseline=\""middle\"" text-anchor= \""middle\"" x=\""50\"" y=\""50\"" fill=\""black\"" transform=\""translate(-5 -30)\"">X</text>"",""</svg>""]","null","","","","","","","","","","","",""
"","html-keyboard-response","99","188627","0.0-6.0-1.0-1.0-2.0","wo2","[""green""]","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","",""
"","html-keyboard-response","100","189405","0.0-6.0-1.0-1.0-3.0","wo2","[""green""]","775.5","<svg viewBox=""0 0 100 100""><text dominant-baseline=""middle"" x=""50"" y=""50"" class=""bacs1"">J</text><text font-size=""10%"" text-anchor=""middle""  x=""50"" y=""75"">Press z for old or m for new</text>","z","","","","","","","","true","","","","1st"
"","html-keyboard-response","101","191906","0.0-6.0-1.0-2.0","wo2","[""green""]","null","<p style=""font-size:300%;"">Correct!</p>","null","","","","","","","","","","","",""
"","html-keyboard-response","102","193446","0.0-6.0-1.0-0.1","wo2","[""green""]","null","<svg viewBox=""0 0 100 100"" > <path d=""M 50 52 L 50 48"" stroke=""black"" stroke-width="".5""/> <path d=""M 52 50 L 48 50"" stroke=""black"" stroke-width="".5""/>","null","","","","","","","","","","","",""
"","html-keyboard-response","103","194450","0.0-6.0-1.0-1.1-0.1","wo2","[""green""]","null","[""<svg viewBox=\""0 0 100 100\"" >"",""<path d=\""M 50 52 L 50 48\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""<path d=\""M 52 50 L 48 50\"" stroke=\""black\"" stroke-width=\"".5\""/>"",""text"",""<text dominant-baseline=\""middle\"" x=\""50\"" y=\""50\"" fill=black transform=\""translate(0 30)\"" class=\""bacs1\"">S</text>"",""<text dominant-baseline=\""middle\"" x=\""50\"" y=\""50\"" fill=green transform=\""translate(-26 -15)\"" class=\""bacs2\"">f</text>"",""<text dominant-baseline=\""middle\"" x=\""50\"" y=\""50\"" fill=black transform=\""translate(26 -15)\"" class=\""bacs1\"">I</text>"",""</svg>""]","null","","","","","","","","","","","",""
