"subject","rewardType","tgtPosition","colorPosition","response","rt","congruence"
"4","low","3rd","2nd","1",0.675,"incongruent"
"4","none","1st","none","1",0.728,"na"
"4","high","1st","1st","1",0.487,"congruent"
"4","high","1st","1st","1",0.566,"congruent"
"4","high","1st","3rd","1",0.654,"incongruent"
"4","none","1st","none","1",0.697,"na"
"4","high","2nd","1st","0",0.78,"incongruent"
"4","low","3rd","2nd","1",0.632,"incongruent"
"4","high","3rd","2nd","1",0.508,"incongruent"
"4","low","3rd","3rd","1",0.817,"congruent"
"4","low","2nd","2nd","1",0.722,"congruent"
"4","high","3rd","1st","1",0.684,"incongruent"
"4","high","3rd","3rd","1",0.775,"congruent"
"4","low","3rd","3rd","1",0.455,"congruent"
"4","none","2nd","none","1",0.721,"na"
"4","none","2nd","none","0",0.825,"na"
"4","low","1st","1st","1",0.805,"congruent"
"4","high","1st","2nd","0",0.879,"incongruent"
"4","low","1st","3rd","1",0.773,"incongruent"
"4","high","3rd","2nd","1",0.648,"incongruent"
"4","high","1st","2nd","0",0.701,"incongruent"
"4","none","2nd","none","1",0.837,"na"
"4","low","3rd","1st","1",0.526,"incongruent"
"4","low","1st","2nd","0",0.84,"incongruent"
"4","high","2nd","2nd","0",0.777,"congruent"
"4","low","1st","3rd","1",0.569,"incongruent"
"4","high","3rd","1st","1",0.616,"incongruent"
"5","none","2nd","none","1",0.683065,"na"
"5","low","3rd","3rd","1",1.27719,"congruent"
"5","low","2nd","1st","1",0.839745,"incongruent"
"5","none","2nd","none","1",0.7769500001,"na"
"5","low","2nd","3rd","1",0.875545,"incongruent"
"5","none","2nd","none","1",0.676215,"na"
"5","low","3rd","2nd","1",0.53605,"incongruent"
"5","low","2nd","2nd","0",0.544,"congruent"
"5","high","2nd","2nd","1",0.7300249999,"congruent"
"5","high","1st","3rd","1",0.6085950001,"incongruent"
"5","low","3rd","2nd","1",0.6934099998,"incongruent"
"5","none","2nd","none","1",0.4428300001,"na"
"5","none","3rd","none","1",0.531375,"na"
"5","low","3rd","2nd","1",0.4410000001,"incongruent"
"5","low","3rd","2nd","1",0.4329899999,"incongruent"
"5","low","3rd","2nd","1",0.3851450002,"incongruent"
"5","high","1st","2nd","1",0.5699200002,"incongruent"
"5","high","3rd","1st","1",0.4112799999,"incongruent"
"5","low","1st","1st","1",0.4331399999,"congruent"
"5","high","1st","2nd","1",0.716035,"incongruent"
"5","low","3rd","3rd","1",0.41246,"congruent"
"5","low","1st","3rd","1",0.5583299999,"incongruent"
"5","none","3rd","none","1",0.39549,"na"
"5","none","3rd","none","1",0.616345,"na"
"5","none","3rd","none","1",0.4496500001,"na"
"5","none","1st","none","1",0.5929050001,"na"
"5","none","1st","none","1",0.5224650002,"na"
"5","high","3rd","1st","0",0.8690849999,"incongruent"
"5","low","2nd","1st","1",0.8534949999,"incongruent"
"5","none","3rd","none","1",0.47251,"na"
"5","high","1st","2nd","1",0.6811149998,"incongruent"
"5","low","1st","3rd","1",0.9445549999,"incongruent"
"5","low","3rd","1st","1",0.3660199998,"incongruent"
"5","high","3rd","2nd","1",0.4859849999,"incongruent"
"5","high","1st","1st","1",0.5774650001,"congruent"
"5","high","2nd","1st","0",0.763425,"incongruent"
"5","low","3rd","3rd","1",1.276525,"congruent"
"5","high","3rd","2nd","1",1.159105,"incongruent"
"5","low","2nd","2nd","1",1.0116,"congruent"
"5","low","2nd","3rd","1",0.4961000001,"incongruent"
"5","low","3rd","1st","1",0.3979499999,"incongruent"
"5","low","1st","2nd","1",0.66411,"incongruent"
"5","none","1st","none","1",0.5709599999,"na"
"5","none","1st","none","1",0.6213250002,"na"
"5","high","2nd","1st","1",0.4877799999,"incongruent"
"5","low","3rd","1st","1",0.423215,"incongruent"
"5","low","2nd","3rd","1",0.6418299999,"incongruent"
"5","none","1st","none","1",0.621575,"na"
"5","low","1st","3rd","1",0.5353400002,"incongruent"
"5","none","1st","none","1",0.6554,"na"
"5","none","2nd","none","1",0.667905,"na"
"5","low","3rd","3rd","1",0.6340600001,"congruent"
"5","low","2nd","2nd","1",0.6816450001,"congruent"
"5","low","2nd","1st","1",0.5669499999,"incongruent"
"5","high","1st","2nd","1",0.8325450001,"incongruent"
"5","low","1st","2nd","1",0.7119049998,"incongruent"
"5","none","2nd","none","1",0.6100300001,"na"
"5","low","3rd","1st","1",0.4852,"incongruent"
"5","low","1st","1st","0",0.53819,"congruent"
"5","none","3rd","none","1",0.450465,"na"
"5","none","1st","none","1",0.6529699999,"na"
"5","high","3rd","3rd","1",0.5390250001,"congruent"
"5","low","2nd","1st","0",1.76228,"incongruent"
"5","high","3rd","3rd","1",0.5798499999,"congruent"
"5","high","2nd","1st","1",0.6276200002,"incongruent"
"5","low","2nd","3rd","1",0.61347,"incongruent"
"5","high","1st","3rd","1",0.7806500001,"incongruent"
"5","high","1st","1st","1",0.6152900001,"congruent"
"5","none","3rd","none","1",0.5437400001,"na"
"5","high","3rd","3rd","1",0.4055950001,"congruent"
"5","high","2nd","3rd","1",0.563905,"incongruent"
"5","low","1st","3rd","0",0.536355,"incongruent"
"5","none","1st","none","1",0.6312249999,"na"
"5","low","3rd","3rd","1",0.40885,"congruent"
"5","none","3rd","none","1",0.399305,"na"
"5","high","3rd","1st","1",0.3752049999,"incongruent"
"5","low","1st","3rd","1",0.6076700001,"incongruent"
"5","high","1st","1st","1",0.56449,"congruent"
"5","high","3rd","2nd","1",0.4420950001,"incongruent"
"5","low","1st","2nd","1",0.5093700001,"incongruent"
"5","high","3rd","2nd","1",0.377935,"incongruent"
"5","low","3rd","1st","1",0.458875,"incongruent"
"5","high","2nd","3rd","1",0.6180800002,"incongruent"
"5","none","1st","none","1",0.5062149998,"na"
"5","high","1st","2nd","1",0.5751499999,"incongruent"
"5","high","2nd","2nd","0",0.6769599998,"congruent"
"5","none","2nd","none","0",0.5978399999,"na"
"5","low","2nd","3rd","1",0.568825,"incongruent"
"5","low","2nd","2nd","1",0.893375,"congruent"
"5","high","3rd","3rd","1",0.7790099999,"congruent"
"5","none","2nd","none","0",0.6439349998,"na"
"5","high","3rd","3rd","1",0.5302300001,"congruent"
"5","high","3rd","2nd","1",0.8231899999,"incongruent"
"5","none","2nd","none","1",0.5823649999,"na"
"5","none","2nd","none","1",0.5436500001,"na"
"5","low","2nd","1st","1",0.505165,"incongruent"
"5","none","3rd","none","1",1.912575,"na"
"5","high","3rd","1st","1",0.7164150001,"incongruent"
"5","low","2nd","2nd","0",0.58387,"congruent"
"5","high","2nd","2nd","0",0.67341,"congruent"
"5","low","1st","1st","0",0.6176499999,"congruent"
"5","high","2nd","1st","1",0.7494350001,"incongruent"
"5","high","2nd","3rd","1",0.7398599999,"incongruent"
"5","high","2nd","2nd","1",0.70652,"congruent"
"5","low","1st","2nd","1",0.7699450001,"incongruent"
"5","high","1st","1st","1",0.398825,"congruent"
"5","low","1st","2nd","1",0.573995,"incongruent"
"5","high","3rd","1st","1",0.4601949998,"incongruent"
"5","high","2nd","2nd","1",0.74997,"congruent"
"5","low","1st","1st","1",0.5884,"congruent"
"5","high","1st","3rd","1",0.53636,"incongruent"
"5","high","1st","3rd","1",0.633955,"incongruent"
"5","high","1st","3rd","1",0.6851550001,"incongruent"
"5","high","2nd","3rd","1",0.623045,"incongruent"
"5","high","2nd","1st","1",0.5984200002,"incongruent"
"5","none","1st","none","0",0.6699900001,"na"
"5","low","1st","1st","1",0.42034,"congruent"
"5","high","2nd","3rd","1",0.450835,"incongruent"
"5","high","1st","1st","1",0.5799949998,"congruent"
"5","none","3rd","none","1",0.4034899999,"na"
"6","high","1st","3rd","1",1.097,"incongruent"
"6","low","3rd","1st","1",1.118,"incongruent"
"6","none","2nd","none","1",1.156,"na"
"6","low","3rd","1st","0",2.096,"incongruent"
"6","high","3rd","1st","1",0.687,"incongruent"
"6","none","1st","none","1",1.067,"na"
"6","low","1st","3rd","0",1.101,"incongruent"
"6","low","1st","3rd","1",1.061,"incongruent"
"6","low","3rd","1st","1",0.479,"incongruent"
"6","low","3rd","3rd","1",0.958,"congruent"
"6","high","2nd","1st","0",1.151,"incongruent"
"6","low","2nd","2nd","1",1.19,"congruent"
"6","low","2nd","3rd","1",1.06,"incongruent"
"6","none","2nd","none","0",0.887,"na"
"6","low","1st","1st","1",1.03,"congruent"
"6","none","2nd","none","1",0.983,"na"
"6","high","1st","1st","1",1.611,"congruent"
"6","low","3rd","2nd","1",1.12,"incongruent"
"6","high","1st","3rd","1",1.055,"incongruent"
"6","low","1st","2nd","1",1.025,"incongruent"
"6","low","3rd","1st","1",0.835,"incongruent"
"6","high","1st","1st","1",1.11,"congruent"
"6","none","1st","none","1",0.998,"na"
"6","none","1st","none","1",0.869,"na"
"6","low","1st","2nd","1",0.919,"incongruent"
"6","low","1st","2nd","1",0.914,"incongruent"
"6","high","1st","2nd","1",0.573,"incongruent"
"6","low","2nd","2nd","1",0.989,"congruent"
"6","high","2nd","3rd","1",1.262,"incongruent"
"6","high","2nd","2nd","1",1.439,"congruent"
"6","none","3rd","none","1",0.728,"na"
"6","none","3rd","none","1",0.826,"na"
"6","none","3rd","none","1",1.091,"na"
"6","low","1st","1st","1",0.878,"congruent"
"6","high","1st","3rd","1",1.036,"incongruent"
"6","high","2nd","2nd","1",0.714,"congruent"
"6","none","2nd","none","1",0.782,"na"
"6","high","3rd","1st","0",0.816,"incongruent"
"6","none","3rd","none","1",1.007,"na"
"6","low","1st","1st","1",0.823,"congruent"
"6","low","3rd","3rd","0",0.477,"congruent"
"6","high","3rd","3rd","0",0.697,"congruent"
"6","low","3rd","2nd","1",0.864,"incongruent"
"6","high","2nd","1st","0",1.235,"incongruent"
"6","none","2nd","none","1",1.178,"na"
"6","none","3rd","none","1",0.699,"na"
"6","high","2nd","3rd","1",1.308,"incongruent"
"6","low","2nd","1st","1",0.787,"incongruent"
"6","high","1st","2nd","0",1.513,"incongruent"
"6","high","3rd","2nd","1",1.298,"incongruent"
"6","low","1st","3rd","0",1.21,"incongruent"
"6","low","2nd","2nd","0",1.369,"congruent"
"6","low","2nd","2nd","0",1.256,"congruent"
"6","none","2nd","none","1",1.08,"na"
"6","low","1st","3rd","1",1.296,"incongruent"
"6","none","1st","none","1",1.134,"na"
"6","none","2nd","none","0",1.043,"na"
"6","high","3rd","2nd","1",1.063,"incongruent"
"6","high","1st","2nd","0",0.934,"incongruent"
"6","low","2nd","3rd","1",0.91,"incongruent"
"6","low","3rd","3rd","1",1.153,"congruent"
"6","low","2nd","3rd","1",0.94,"incongruent"
"6","low","1st","2nd","1",1.096,"incongruent"
"6","high","1st","3rd","1",1.163,"incongruent"
"6","high","3rd","2nd","1",1.14,"incongruent"
"6","high","2nd","1st","0",1.158,"incongruent"
"6","low","2nd","3rd","1",1.413,"incongruent"
"6","high","2nd","3rd","0",0.912,"incongruent"
"6","low","1st","2nd","1",0.96,"incongruent"
"6","high","1st","2nd","1",0.897,"incongruent"
"6","low","3rd","2nd","1",0.505,"incongruent"
"6","low","3rd","2nd","1",0.53,"incongruent"
"6","high","1st","1st","1",0.632,"congruent"
"6","none","3rd","none","1",0.678,"na"
"6","high","3rd","1st","1",0.501,"incongruent"
"6","none","2nd","none","0",0.786,"na"
"6","low","2nd","1st","1",0.908,"incongruent"
"6","low","1st","1st","1",0.649,"congruent"
"6","low","1st","1st","1",0.908,"congruent"
"6","low","3rd","2nd","1",1.284,"incongruent"
"6","high","1st","2nd","1",1.05,"incongruent"
"6","none","3rd","none","0",0.477,"na"
"6","low","2nd","2nd","1",1.016,"congruent"
"6","high","3rd","2nd","1",0.882,"incongruent"
"6","high","1st","3rd","1",1.04,"incongruent"
"6","none","3rd","none","1",0.94,"na"
"6","none","1st","none","1",0.662,"na"
"6","high","3rd","3rd","1",0.622,"congruent"
"6","high","3rd","3rd","1",0.676,"congruent"
"6","high","1st","1st","0",1.104,"congruent"
"6","high","3rd","3rd","1",0.729,"congruent"
"6","none","1st","none","1",0.905,"na"
"6","high","1st","1st","1",0.56,"congruent"
"6","high","2nd","2nd","1",0.794,"congruent"
"6","low","1st","3rd","1",0.532,"incongruent"
"6","high","3rd","3rd","1",0.621,"congruent"
"6","none","1st","none","0",1.176,"na"
"6","none","3rd","none","1",0.911,"na"
"6","low","2nd","1st","1",0.757,"incongruent"
"6","high","2nd","2nd","1",0.827,"congruent"
"6","low","2nd","1st","1",0.912,"incongruent"
"6","high","3rd","1st","1",0.457,"incongruent"
"6","none","1st","none","0",0.683,"na"
"6","none","2nd","none","0",0.892,"na"
"6","low","2nd","3rd","0",1.155,"incongruent"
"6","none","3rd","none","1",1.127,"na"
"6","high","2nd","1st","1",1.171,"incongruent"
"6","low","3rd","3rd","1",1.03,"congruent"
"6","high","3rd","2nd","1",1.051,"incongruent"
"6","high","2nd","2nd","1",1.501,"congruent"
"6","high","2nd","3rd","1",0.954,"incongruent"
"6","none","2nd","none","0",0.991,"na"
"6","none","1st","none","1",1.142,"na"
"6","low","2nd","1st","0",0.792,"incongruent"
"6","high","2nd","3rd","1",0.816,"incongruent"
"6","high","3rd","1st","1",0.728,"incongruent"
"6","high","2nd","1st","1",0.836,"incongruent"
"6","low","3rd","1st","1",0.564,"incongruent"
"6","none","1st","none","1",0.639,"na"
"7","none","1st","none","1",0.56813,"na"
"7","none","2nd","none","0",0.945675,"na"
"7","high","3rd","2nd","1",1.02725,"incongruent"
"7","low","3rd","1st","1",0.88745,"incongruent"
"7","high","1st","1st","1",1.160525,"congruent"
"7","high","2nd","3rd","1",0.900825,"incongruent"
"7","high","3rd","1st","0",0.88909,"incongruent"
"7","low","1st","3rd","1",0.732125,"incongruent"
"7","none","1st","none","1",0.716715,"na"
"7","high","3rd","3rd","1",1.005165,"congruent"
"7","low","2nd","3rd","0",1.07334,"incongruent"
"7","none","3rd","none","1",0.656515,"na"
"7","low","2nd","2nd","1",0.67052,"congruent"
"7","high","1st","1st","1",0.826795,"congruent"
"7","low","2nd","1st","1",1.22868,"incongruent"
"7","high","2nd","1st","1",0.908715,"incongruent"
"7","low","2nd","3rd","1",0.796045,"incongruent"
"7","low","1st","2nd","1",0.715255,"incongruent"
"7","low","1st","2nd","1",0.803185,"incongruent"
"7","none","1st","none","1",1.2536,"na"
"7","high","3rd","2nd","1",0.61992,"incongruent"
"7","low","1st","2nd","1",1.01015,"incongruent"
"7","low","1st","1st","1",0.90146,"congruent"
"7","high","1st","3rd","1",0.93847,"incongruent"
"7","high","2nd","2nd","1",0.81753,"congruent"
"7","high","2nd","1st","1",1.409925,"incongruent"
"7","low","3rd","3rd","1",0.742375,"congruent"
"7","low","3rd","3rd","1",0.691525,"congruent"
"7","none","3rd","none","1",0.732845,"na"
"7","low","1st","1st","1",0.903605,"congruent"
"7","high","1st","3rd","1",1.233865,"incongruent"
"7","none","3rd","none","1",0.83749,"na"
"7","low","3rd","2nd","1",0.75443,"incongruent"
"7","high","1st","3rd","1",0.84629,"incongruent"
"7","low","1st","1st","0",0.751885,"congruent"
"7","low","3rd","1st","1",0.750245,"incongruent"
"7","low","2nd","2nd","1",0.68463,"congruent"
"7","high","2nd","1st","1",1.50095,"incongruent"
"7","high","1st","2nd","1",0.63791,"incongruent"
"7","high","2nd","2nd","1",0.83538,"congruent"
"7","high","3rd","2nd","1",0.65184,"incongruent"
"7","none","2nd","none","1",1.05308,"na"
"7","high","1st","3rd","1",0.74923,"incongruent"
"7","high","1st","1st","1",0.633235,"congruent"
"7","high","3rd","1st","1",0.66779,"incongruent"
"7","none","1st","none","1",0.819345,"na"
"7","high","1st","2nd","1",0.88005,"incongruent"
"7","high","3rd","3rd","1",0.7528,"congruent"
"7","low","3rd","1st","1",0.738125,"incongruent"
"7","none","2nd","none","1",0.655135,"na"
"7","none","1st","none","1",0.669425,"na"
"7","high","2nd","3rd","0",1.1315,"incongruent"
"7","high","3rd","1st","1",0.865985,"incongruent"
"7","none","3rd","none","1",0.70001,"na"
"7","low","1st","3rd","1",0.68726,"incongruent"
"7","low","3rd","3rd","1",1.04635,"congruent"
"7","low","2nd","3rd","0",0.807135,"incongruent"
"7","none","2nd","none","0",0.70925,"na"
"7","none","3rd","none","1",0.660635,"na"
"7","low","3rd","3rd","0",1.05673,"congruent"
"7","high","2nd","1st","1",0.71557,"incongruent"
"7","low","2nd","3rd","0",0.934615,"incongruent"
"7","low","1st","2nd","1",0.78024,"incongruent"
"7","low","3rd","2nd","1",0.768205,"incongruent"
"7","none","2nd","none","1",0.79432,"na"
"7","high","1st","3rd","1",0.79791,"incongruent"
"7","low","1st","3rd","1",0.829225,"incongruent"
"7","low","2nd","2nd","1",0.7757,"congruent"
"7","low","2nd","2nd","1",0.76423,"congruent"
"7","none","1st","none","0",0.94249,"na"
"7","high","2nd","2nd","1",0.756945,"congruent"
"7","none","3rd","none","1",0.68523,"na"
"7","low","1st","2nd","1",1.176315,"incongruent"
"7","high","1st","1st","1",0.78127,"congruent"
"7","low","2nd","1st","1",0.805475,"incongruent"
"7","low","1st","1st","1",0.5212,"congruent"
"7","low","2nd","1st","0",0.832085,"incongruent"
"7","high","3rd","1st","1",0.966025,"incongruent"
"7","high","3rd","3rd","1",0.534195,"congruent"
"7","none","1st","none","1",0.57025,"na"
"7","high","2nd","3rd","1",0.62465,"incongruent"
"7","none","1st","none","1",0.73972,"na"
"7","high","2nd","2nd","1",0.807925,"congruent"
"7","low","3rd","2nd","0",0.62384,"incongruent"
"7","high","3rd","2nd","1",0.70415,"incongruent"
"7","none","3rd","none","1",1.008895,"na"
"7","low","2nd","1st","1",1.129925,"incongruent"
"7","low","1st","3rd","1",0.543755,"incongruent"
"7","none","2nd","none","1",0.97371,"na"
"7","high","2nd","2nd","1",0.51183,"congruent"
"7","none","1st","none","1",0.60234,"na"
"7","low","2nd","2nd","1",0.649285,"congruent"
"7","none","3rd","none","1",0.58308,"na"
"7","none","3rd","none","1",0.76634,"na"
"7","high","3rd","2nd","1",0.520405,"incongruent"
"7","none","3rd","none","1",0.65751,"na"
"7","high","3rd","1st","0",1.011545,"incongruent"
"7","high","1st","2nd","1",0.49763,"incongruent"
"7","low","3rd","2nd","1",0.508395,"incongruent"
"7","high","1st","1st","1",0.58721,"congruent"
"7","high","3rd","3rd","1",0.700855,"congruent"
"7","none","2nd","none","0",0.619465,"na"
"7","low","2nd","3rd","1",0.880675,"incongruent"
"7","none","1st","none","1",0.971145,"na"
"7","high","3rd","3rd","1",0.97636,"congruent"
"7","low","1st","3rd","1",0.58199,"incongruent"
"7","low","2nd","1st","1",0.821015,"incongruent"
"7","high","2nd","1st","0",0.78096,"incongruent"
"7","high","1st","2nd","1",0.80987,"incongruent"
"7","low","3rd","2nd","1",0.617725,"incongruent"
"7","low","3rd","1st","1",0.50148,"incongruent"
"7","high","1st","2nd","1",0.69037,"incongruent"
"7","none","2nd","none","1",0.46432,"na"
"7","low","1st","1st","1",0.726595,"congruent"
"7","low","3rd","1st","0",0.61257,"incongruent"
"7","none","2nd","none","1",0.686875,"na"
"7","high","2nd","3rd","1",0.680625,"incongruent"
"7","none","2nd","none","1",0.856515,"na"
"7","low","3rd","3rd","1",0.518835,"congruent"
"7","high","2nd","3rd","1",0.81135,"incongruent"
"8","high","1st","2nd","1",1.192645,"incongruent"
"8","low","1st","1st","0",0.847935,"congruent"
"8","none","1st","none","0",1.12702,"na"
"8","high","1st","1st","1",0.75087,"congruent"
"8","low","3rd","2nd","1",0.67812,"incongruent"
"8","none","1st","none","1",0.618615,"na"
"8","high","3rd","1st","1",0.594995,"incongruent"
"8","low","1st","2nd","1",0.671425,"incongruent"
"8","low","2nd","1st","1",0.5604,"incongruent"
"8","low","3rd","1st","1",0.52624,"incongruent"
"8","low","2nd","3rd","1",0.51088,"incongruent"
"8","low","3rd","2nd","1",0.45046,"incongruent"
"8","low","2nd","2nd","1",0.393855,"congruent"
"8","high","1st","3rd","1",0.50421,"incongruent"
"8","low","2nd","1st","1",0.49182,"incongruent"
"8","none","1st","none","1",0.54052,"na"
"8","low","3rd","1st","1",0.41991,"incongruent"
"8","high","1st","3rd","1",0.534275,"incongruent"
"8","high","2nd","1st","0",0.587845,"incongruent"
"8","none","1st","none","1",0.423055,"na"
"8","none","3rd","none","1",0.508555,"na"
"8","none","3rd","none","1",0.52645,"na"
"8","high","2nd","3rd","1",0.630985,"incongruent"
"8","high","1st","3rd","1",0.64945,"incongruent"
"8","low","2nd","3rd","1",0.473775,"incongruent"
"8","high","1st","3rd","1",0.65361,"incongruent"
"8","none","3rd","none","1",0.427925,"na"
"8","high","2nd","1st","1",0.773315,"incongruent"
"8","low","2nd","3rd","1",0.479065,"incongruent"
"8","high","1st","1st","1",0.562295,"congruent"
"8","high","1st","1st","1",0.51301,"congruent"
